"Name","ProcessID","ParentProcessName","ParentProcessID","ServiceInfo","StartTime","Duration","CPU","TotalProcessorTime","NetworkConnections","NetworkConnectionCount","CommandLine","Path","WorkingSet","MemoryUsage","MD5Hash","SignerCertificate","StatusMessage","SignerCompany","Company","Product","ProductVersion","Description","Modules","ModuleCount","Threads","ThreadCount","Handle","Handles","HandleCount","Owner","OwnerSID","PSComputerName","RunspaceId","PSShowComputerName"
"chrome","7564","chrome","8172",,"1/7/2020 12:22:01 AM","01:04:15.1396787","0.265625","00:00:00.2656250",,"0",,"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","33103872","31.57 MB","C5BE020DB6F1803F28E37427975C59379BFF1B084FA48BC98C19AF07D9A78397","CB7E84887F3C6015FE7EDFB4F8F36DF7DC10590E","Valid","Google LLC","Google LLC","Google Chrome","79.0.3945.88","Google Chrome","chrome.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll chrome_elf.dll VERSION.dll msvcrt.dll ADVAPI32.dll sechost.dll RPCRT4.dll SspiCli.dll chrome_child.dll OLEAUT32.dll WS2_32.dll IPHLPAPI.DLL WINMM.dll WINTRUST.dll CRYPT32.dll USERENV.dll DWrite.dll WINSPOOL.DRV dbghelp.dll Secur32.dll WINHTTP.dll dhcpcsvc.DLL combase.dll NSI.dll WINNSI.DLL WINMMBASE.dll USER32.dll MSASN1.dll profapi.dll cfgmgr32.dll DEVOBJ.dll GDI32.dll IMM32.DLL MSCTF.dll CRYPTBASE.DLL bcryptPrimitives.dll","39","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","14","5596","196","196","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"chrome","8324","chrome","8172",,"1/7/2020 12:22:03 AM","01:04:13.2994324","1915.84375","00:31:55.8437500",,"0",,"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","398487552","380.03 MB","C5BE020DB6F1803F28E37427975C59379BFF1B084FA48BC98C19AF07D9A78397","CB7E84887F3C6015FE7EDFB4F8F36DF7DC10590E","Valid","Google LLC","Google LLC","Google Chrome","79.0.3945.88","Google Chrome","chrome.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll chrome_elf.dll VERSION.dll msvcrt.dll ADVAPI32.dll sechost.dll RPCRT4.dll SspiCli.dll chrome_child.dll OLEAUT32.dll WS2_32.dll IPHLPAPI.DLL WINMM.dll WINTRUST.dll CRYPT32.dll USERENV.dll DWrite.dll WINSPOOL.DRV dbghelp.dll Secur32.dll WINHTTP.dll dhcpcsvc.DLL combase.dll NSI.dll WINNSI.DLL WINMMBASE.dll USER32.dll MSASN1.dll profapi.dll cfgmgr32.dll DEVOBJ.dll GDI32.dll IMM32.DLL MSCTF.dll CRYPTBASE.DLL bcryptPrimitives.dll","39","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","23","5044","412","412","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"chrome","1956","chrome","8172",,"1/7/2020 12:22:12 AM","01:04:04.2443791","4.25","00:00:04.2500000",,"0",,"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","120250368","114.68 MB","C5BE020DB6F1803F28E37427975C59379BFF1B084FA48BC98C19AF07D9A78397","CB7E84887F3C6015FE7EDFB4F8F36DF7DC10590E","Valid","Google LLC","Google LLC","Google Chrome","79.0.3945.88","Google Chrome","chrome.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll chrome_elf.dll VERSION.dll msvcrt.dll ADVAPI32.dll sechost.dll RPCRT4.dll SspiCli.dll chrome_child.dll OLEAUT32.dll WS2_32.dll IPHLPAPI.DLL WINMM.dll WINTRUST.dll CRYPT32.dll USERENV.dll DWrite.dll WINSPOOL.DRV dbghelp.dll Secur32.dll WINHTTP.dll dhcpcsvc.DLL combase.dll NSI.dll WINNSI.DLL WINMMBASE.dll USER32.dll MSASN1.dll profapi.dll cfgmgr32.dll DEVOBJ.dll GDI32.dll IMM32.DLL MSCTF.dll CRYPTBASE.DLL bcryptPrimitives.dll","39","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","14","5788","248","248","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"nordvpn-service","8792","services","712","nordvpn-service [Auto Start By LocalSystem]
","1/7/2020 12:22:13 AM","01:04:02.8086262","5.140625","00:00:05.1406250",,"0",,"C:\Program Files (x86)\NordVPN\nordvpn-service.exe","55640064","53.06 MB","43DE82AD00AC806FFB2D23998896CC0045976EB0D22B73D35C43687A84BC7E5B","A4F97DB7178D499CAE99AE49EB24BDB3BF21977F","Valid","E=admin@nordvpn.com","","nordvpn-service","6.26.8.0","nordvpn-service","nordvpn-service.exe ntdll.dll wow64.dll wow64win.dll wow64cpu.dll","5","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","11","2488","885","885","NT AUTHORITY\SYSTEM","S-1-5-18","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"NordVPN","1900","explorer","3408",,"1/7/2020 12:22:17 AM","01:03:59.6108741","43.453125","00:00:43.4531250","[Established] 192.168.68.124;1711 <--> 35.153.197.208;8884 [12/31/1600 19:00:00]","1",,"C:\Program Files (x86)\NordVPN\NordVPN.exe","237625344","226.62 MB","2AE691DC39B497AC47C1C5F760B2291441AC9AA4CDF1E39F63509D06CA009D72","A4F97DB7178D499CAE99AE49EB24BDB3BF21977F","Valid","E=admin@nordvpn.com","NordVPN","NordVPN","6.26.8.0","NordVPN","NordVPN.exe ntdll.dll MSCOREE.DLL KERNEL32.dll KERNELBASE.dll ADVAPI32.dll msvcrt.dll sechost.dll RPCRT4.dll SspiCli.dll mscoreei.dll SHLWAPI.dll combase.dll USER32.dll GDI32.dll IMM32.DLL MSCTF.dll kernel.appcore.dll VERSION.dll clr.dll VCRUNTIME140_CLR0400.dll ucrtbase_clr0400.dll psapi.dll mscorlib.ni.dll ole32.dll CRYPTBASE.dll bcryptPrimitives.dll uxtheme.dll ADvdDiscHlp64.dll tiptsf.dll OLEAUT32.dll CRYPTSP.dll rsaenh.dll bcrypt.dll clrjit.dll shell32.dll SHCORE.dll profapi.dll System.Transactions.dll pcwum.DLL System.Data.dll WS2_32.dll CRYPT32.dll NSI.dll MSASN1.dll dwrite.dll wpfgfx_v0400.dll MSVCP140_CLR0400.dll PresentationNative_v0400.dll dwmapi.dll iphlpapi.dll WINNSI.DLL DNSAPI.dll dhcpcsvc6.DLL dhcpcsvc.DLL mswsock.dll urlmon.dll iertutil.dll WININET.dll USERENV.dll Secur32.dll WINTRUST.dll mscorsecimpl.dll COMCTL32.dll imagehlp.dll ncrypt.dll NTASN1.dll gpapi.dll cryptnet.dll WLDAP32.dll WINHTTP.dll webio.dll rasadhlp.dll fwpuclnt.dll ntmarta.dll DPAPI.dll sxs.dll clbcatq.dll twinapi.dll propsys.dll Bcp47Langs.dll SETUPAPI.dll CFGMGR32.dll LINKINFO.dll ntshrui.dll srvcli.dll cscapi.dll WindowsCodecs.dll d3d9.dll aticfx64.dll atiu9p64.dll atiumd64.dll atiumd6a.dll msv1_0.DLL cryptdll.dll wtsapi32.dll WINSTA.dll powrprof.dll penimc2_v0400.dll wisp.dll atlthunk.dll tpcps.dll WINMM.dll WINMMBASE.dll DEVOBJ.dll msctfui.dll UIAutomationCore.dll D3DCOMPILER_47.dll webengine4.dll wlanapi.dll rasapi32.dll rasman.dll rtutils.dll schannel.DLL ncryptsslp.dll clrcompression.dll wmiutils.dll wbemcomn.dll wminet_utils.dll wbemsvc.dll fastprox.dll diasymreader.dll avrt.dll","123","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","36","2592","1310","1310","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"chrome","6828","chrome","8172",,"1/7/2020 12:22:17 AM","01:03:59.4927362","4.5625","00:00:04.5625000",,"0",,"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","117919744","112.46 MB","C5BE020DB6F1803F28E37427975C59379BFF1B084FA48BC98C19AF07D9A78397","CB7E84887F3C6015FE7EDFB4F8F36DF7DC10590E","Valid","Google LLC","Google LLC","Google Chrome","79.0.3945.88","Google Chrome","chrome.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll chrome_elf.dll VERSION.dll msvcrt.dll ADVAPI32.dll sechost.dll RPCRT4.dll SspiCli.dll chrome_child.dll OLEAUT32.dll WS2_32.dll IPHLPAPI.DLL WINMM.dll WINTRUST.dll CRYPT32.dll USERENV.dll DWrite.dll WINSPOOL.DRV dbghelp.dll Secur32.dll WINHTTP.dll dhcpcsvc.DLL combase.dll NSI.dll WINNSI.DLL WINMMBASE.dll USER32.dll MSASN1.dll profapi.dll cfgmgr32.dll DEVOBJ.dll GDI32.dll IMM32.DLL MSCTF.dll CRYPTBASE.DLL bcryptPrimitives.dll","39","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","15","5244","235","235","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"chrome","824","chrome","8172",,"1/7/2020 12:22:18 AM","01:03:58.0840882","15.78125","00:00:15.7812500",,"0",,"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","124108800","118.36 MB","C5BE020DB6F1803F28E37427975C59379BFF1B084FA48BC98C19AF07D9A78397","CB7E84887F3C6015FE7EDFB4F8F36DF7DC10590E","Valid","Google LLC","Google LLC","Google Chrome","79.0.3945.88","Google Chrome","chrome.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll chrome_elf.dll VERSION.dll msvcrt.dll ADVAPI32.dll sechost.dll RPCRT4.dll SspiCli.dll chrome_child.dll OLEAUT32.dll WS2_32.dll IPHLPAPI.DLL WINMM.dll WINTRUST.dll CRYPT32.dll USERENV.dll DWrite.dll WINSPOOL.DRV dbghelp.dll Secur32.dll WINHTTP.dll dhcpcsvc.DLL combase.dll NSI.dll WINNSI.DLL WINMMBASE.dll USER32.dll MSASN1.dll profapi.dll cfgmgr32.dll DEVOBJ.dll GDI32.dll IMM32.DLL MSCTF.dll CRYPTBASE.DLL bcryptPrimitives.dll","39","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","20","3412","251","251","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"chrome","8452","chrome","8172",,"1/7/2020 12:22:19 AM","01:03:56.8686660","0.21875","00:00:00.2187500",,"0",,"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","33501184","31.95 MB","C5BE020DB6F1803F28E37427975C59379BFF1B084FA48BC98C19AF07D9A78397","CB7E84887F3C6015FE7EDFB4F8F36DF7DC10590E","Valid","Google LLC","Google LLC","Google Chrome","79.0.3945.88","Google Chrome","chrome.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll chrome_elf.dll VERSION.dll msvcrt.dll ADVAPI32.dll sechost.dll RPCRT4.dll SspiCli.dll chrome_child.dll OLEAUT32.dll WS2_32.dll IPHLPAPI.DLL WINMM.dll WINTRUST.dll CRYPT32.dll USERENV.dll DWrite.dll WINSPOOL.DRV dbghelp.dll Secur32.dll WINHTTP.dll dhcpcsvc.DLL combase.dll NSI.dll WINNSI.DLL WINMMBASE.dll USER32.dll MSASN1.dll profapi.dll cfgmgr32.dll DEVOBJ.dll GDI32.dll IMM32.DLL MSCTF.dll CRYPTBASE.DLL bcryptPrimitives.dll","39","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","14","3668","195","195","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"cmd","5656","chrome","8172",,"1/7/2020 12:22:20 AM","01:03:56.6123669","0.03125","00:00:00.0312500",,"0",,"C:\Windows\system32\cmd.exe","2183168","2.08 MB","6F88FB88FFB0F1D5465C2826E5B4F523598B1B8378377C8378FFEBC171BAD18B","DF3B9B7E5AEA1AA0B82EA25F542A6A00963AB890","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","6.3.9600.16384","Windows Command Processor","cmd.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll msvcrt.dll","5","System.Diagnostics.ProcessThread","1","5764","30","30","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"conhost","3272","cmd","5656",,"1/7/2020 12:22:20 AM","01:03:56.6033569","0.015625","00:00:00.0156250",,"0",,"C:\Windows\system32\conhost.exe","4980736","4.75 MB","6BD1F5AB9250206AB3836529299055E272ECAA35A72CBD0230CB20FF1CC30902","DF3B9B7E5AEA1AA0B82EA25F542A6A00963AB890","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","6.3.9600.16384","Console Window Host","conhost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll GDI32.dll USER32.dll msvcrt.dll IMM32.dll OLEAUT32.dll combase.dll MSCTF.dll RPCRT4.dll SspiCli.dll sechost.dll uxtheme.dll ADvdDiscHlp64.dll ADVAPI32.dll ole32.dll tiptsf.dll dwmapi.dll comctl32.DLL SHCORE.dll","22","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","2","2960","60","60","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"remoting_native_messaging_host","9076","cmd","5656",,"1/7/2020 12:22:20 AM","01:03:56.5723205","0.03125","00:00:00.0312500",,"0",,"C:\Program Files (x86)\Google\Chrome Remote Desktop\79.0.3945.10\remoting_native_messaging_host.exe","10543104","10.05 MB","C27D54307B7ABCEBAC2A971B35C338E01A1346CC83D4D6D407E804C79C6CAF84","CB7E84887F3C6015FE7EDFB4F8F36DF7DC10590E","Valid","Google LLC","Google Inc.","Chrome Remote Desktop","79.0.3945.10","Native messaging host for remoting host management","remoting_native_messaging_host.exe ntdll.dll wow64.dll wow64win.dll wow64cpu.dll","5","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","15","2672","232","232","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"chrome","8728","chrome","8172",,"1/7/2020 12:22:21 AM","01:03:55.1156165","43.609375","00:00:43.6093750",,"0",,"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","443727872","423.17 MB","C5BE020DB6F1803F28E37427975C59379BFF1B084FA48BC98C19AF07D9A78397","CB7E84887F3C6015FE7EDFB4F8F36DF7DC10590E","Valid","Google LLC","Google LLC","Google Chrome","79.0.3945.88","Google Chrome","chrome.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll chrome_elf.dll VERSION.dll msvcrt.dll ADVAPI32.dll sechost.dll RPCRT4.dll SspiCli.dll chrome_child.dll OLEAUT32.dll WS2_32.dll IPHLPAPI.DLL WINMM.dll WINTRUST.dll CRYPT32.dll USERENV.dll DWrite.dll WINSPOOL.DRV dbghelp.dll Secur32.dll WINHTTP.dll dhcpcsvc.DLL combase.dll NSI.dll WINNSI.DLL WINMMBASE.dll USER32.dll MSASN1.dll profapi.dll cfgmgr32.dll DEVOBJ.dll GDI32.dll IMM32.DLL MSCTF.dll CRYPTBASE.DLL bcryptPrimitives.dll","39","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","17","5960","409","409","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"chrome","8044","chrome","8172",,"1/7/2020 12:22:21 AM","01:03:55.0004822","45.140625","00:00:45.1406250",,"0",,"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","327102464","311.95 MB","C5BE020DB6F1803F28E37427975C59379BFF1B084FA48BC98C19AF07D9A78397","CB7E84887F3C6015FE7EDFB4F8F36DF7DC10590E","Valid","Google LLC","Google LLC","Google Chrome","79.0.3945.88","Google Chrome","chrome.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll chrome_elf.dll VERSION.dll msvcrt.dll ADVAPI32.dll sechost.dll RPCRT4.dll SspiCli.dll chrome_child.dll OLEAUT32.dll WS2_32.dll IPHLPAPI.DLL WINMM.dll WINTRUST.dll CRYPT32.dll USERENV.dll DWrite.dll WINSPOOL.DRV dbghelp.dll Secur32.dll WINHTTP.dll dhcpcsvc.DLL combase.dll NSI.dll WINNSI.DLL WINMMBASE.dll USER32.dll MSASN1.dll profapi.dll cfgmgr32.dll DEVOBJ.dll GDI32.dll IMM32.DLL MSCTF.dll CRYPTBASE.DLL bcryptPrimitives.dll","39","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","16","3388","376","376","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"chrome","9220","chrome","8172",,"1/7/2020 12:22:48 AM","01:03:28.1844397","2.515625","00:00:02.5156250",,"0",,"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","112939008","107.71 MB","C5BE020DB6F1803F28E37427975C59379BFF1B084FA48BC98C19AF07D9A78397","CB7E84887F3C6015FE7EDFB4F8F36DF7DC10590E","Valid","Google LLC","Google LLC","Google Chrome","79.0.3945.88","Google Chrome","chrome.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll chrome_elf.dll VERSION.dll msvcrt.dll ADVAPI32.dll sechost.dll RPCRT4.dll SspiCli.dll chrome_child.dll OLEAUT32.dll WS2_32.dll IPHLPAPI.DLL WINMM.dll WINTRUST.dll CRYPT32.dll USERENV.dll DWrite.dll WINSPOOL.DRV dbghelp.dll Secur32.dll WINHTTP.dll dhcpcsvc.DLL combase.dll NSI.dll WINNSI.DLL WINMMBASE.dll USER32.dll MSASN1.dll profapi.dll cfgmgr32.dll DEVOBJ.dll GDI32.dll IMM32.DLL MSCTF.dll CRYPTBASE.DLL bcryptPrimitives.dll","39","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","14","3996","259","259","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"chrome","9452","chrome","8172",,"1/7/2020 12:22:48 AM","01:03:27.9662149","0.171875","00:00:00.1718750",,"0",,"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","33271808","31.73 MB","C5BE020DB6F1803F28E37427975C59379BFF1B084FA48BC98C19AF07D9A78397","CB7E84887F3C6015FE7EDFB4F8F36DF7DC10590E","Valid","Google LLC","Google LLC","Google Chrome","79.0.3945.88","Google Chrome","chrome.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll chrome_elf.dll VERSION.dll msvcrt.dll ADVAPI32.dll sechost.dll RPCRT4.dll SspiCli.dll chrome_child.dll OLEAUT32.dll WS2_32.dll IPHLPAPI.DLL WINMM.dll WINTRUST.dll CRYPT32.dll USERENV.dll DWrite.dll WINSPOOL.DRV dbghelp.dll Secur32.dll WINHTTP.dll dhcpcsvc.DLL combase.dll NSI.dll WINNSI.DLL WINMMBASE.dll USER32.dll MSASN1.dll profapi.dll cfgmgr32.dll DEVOBJ.dll GDI32.dll IMM32.DLL MSCTF.dll CRYPTBASE.DLL bcryptPrimitives.dll","39","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","14","4292","197","197","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"chrome","10056","chrome","8172",,"1/7/2020 12:22:56 AM","01:03:20.6454169","0.09375","00:00:00.0937500",,"0",,"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","11239424","10.72 MB","C5BE020DB6F1803F28E37427975C59379BFF1B084FA48BC98C19AF07D9A78397","CB7E84887F3C6015FE7EDFB4F8F36DF7DC10590E","Valid","Google LLC","Google LLC","Google Chrome","79.0.3945.88","Google Chrome","chrome.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll chrome_elf.dll VERSION.dll msvcrt.dll ADVAPI32.dll sechost.dll RPCRT4.dll SspiCli.dll user32.dll GDI32.dll IMM32.DLL MSCTF.dll chrome_child.dll OLEAUT32.dll WS2_32.dll IPHLPAPI.DLL WINMM.dll WINTRUST.dll CRYPT32.dll USERENV.dll DWrite.dll WINSPOOL.DRV dbghelp.dll Secur32.dll WINHTTP.dll dhcpcsvc.DLL combase.dll NSI.dll WINNSI.DLL WINMMBASE.dll MSASN1.dll profapi.dll cfgmgr32.dll DEVOBJ.dll CRYPTBASE.DLL bcryptPrimitives.dll ole32.dll kernel.appcore.dll clbcatq.dll MMDevApi.dll","43","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","8","3676","180","180","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
