"PSComputerName","State","Name","ProcessID","Description","PathName","Started","StartMode","StartName"
"WIN81-01","Stopped","p2pimsvc","0","Provides identity services for the Peer Name Resolution Protocol (PNRP) and Peer-to-Peer Grouping services.  If disabled, the Peer Name Resolution Protocol (PNRP) and Peer-to-Peer Grouping services may not function, and some applications, such as HomeGroup and Remote Assistance, may not function correctly.","C:\Windows\System32\svchost.exe -k LocalServicePeerNet","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","p2psvc","0","Enables multi-party communication using Peer-to-Peer Grouping.  If disabled, some applications, such as HomeGroup, may not function.","C:\Windows\System32\svchost.exe -k LocalServicePeerNet","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","PeerDistSvc","0","This service caches network content from peers on the local subnet.","C:\Windows\System32\svchost.exe -k PeerDist","False","Manual","NT AUTHORITY\NetworkService"
"WIN81-01","Stopped","pla","0","Performance Logs and Alerts Collects performance data from local or remote computers based on preconfigured schedule parameters, then writes the data to a log or triggers an alert. If this service is stopped, performance information will not be collected. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","PNRPAutoReg","0","This service publishes a machine name using the Peer Name Resolution Protocol.  Configuration is managed via the netsh context 'p2p pnrp peer' ","C:\Windows\System32\svchost.exe -k LocalServicePeerNet","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","PNRPsvc","0","Enables serverless peer name resolution over the Internet using the Peer Name Resolution Protocol (PNRP). If disabled, some peer-to-peer and collaborative applications, such as Remote Assistance, may not function.","C:\Windows\System32\svchost.exe -k LocalServicePeerNet","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","PrintNotify","0","This service opens custom printer dialog boxes and handles notifications from a remote print server or a printer. If you turn off this service, you won?t be able to see printer extensions or notifications.","C:\Windows\system32\svchost.exe -k print","False","Manual","LocalSystem"
"WIN81-01","Stopped","QWAVE","0","Quality Windows Audio Video Experience (qWave) is a networking platform for Audio Video (AV) streaming applications on IP home networks. qWave enhances AV streaming performance and reliability by ensuring network quality-of-service (QoS) for AV applications. It provides mechanisms for admission control, run time monitoring and enforcement, application feedback, and traffic prioritization.","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","RasAuto","0","Creates a connection to a remote network whenever a program references a remote DNS or NetBIOS name or address.","C:\Windows\System32\svchost.exe -k netsvcs","False","Manual","localSystem"
"WIN81-01","Stopped","RasMan","0","Manages dial-up and virtual private network (VPN) connections from this computer to the Internet or other remote networks. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\System32\svchost.exe -k netsvcs","False","Manual","localSystem"
"WIN81-01","Stopped","RemoteAccess","0","Offers routing services to businesses in local area and wide area network environments.","C:\Windows\System32\svchost.exe -k netsvcs","False","Disabled","localSystem"
"WIN81-01","Stopped","RemoteRegistry","0","Enables remote users to modify registry settings on this computer. If this service is stopped, the registry can be modified only by users on this computer. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k localService","False","Disabled","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","RpcLocator","0","In Windows 2003 and earlier versions of Windows, the Remote Procedure Call (RPC) Locator service manages the RPC name service database. In Windows Vista and later versions of Windows, this service does not provide any functionality and is present for application compatibility.","C:\Windows\system32\locator.exe","False","Manual","NT AUTHORITY\NetworkService"
"WIN81-01","Stopped","SCardSvr","0","Manages access to smart cards read by this computer. If this service is stopped, this computer will be unable to read smart cards. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation","False","Disabled","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","ScDeviceEnum","0","Creates software device nodes for all smart card readers accessible to a given session. If this service is disabled, WinRT APIs will not be able to enumerate smart card readers.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"WIN81-01","Stopped","SCPolicySvc","0","Allows the system to be configured to lock the user desktop upon smart card removal.","C:\Windows\system32\svchost.exe -k netsvcs","False","Manual","LocalSystem"
"WIN81-01","Stopped","seclogon","0","Enables starting processes under alternate credentials. If this service is stopped, this type of logon access will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k netsvcs","False","Manual","LocalSystem"
"WIN81-01","Stopped","SensrSvc","0","Monitors various sensors in order to expose data and adapt to system and user state.  If this service is stopped or disabled, the display brightness will not adapt to lighting conditions. Stopping this service may affect other system functionality and features as well.","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","SessionEnv","0","Remote Desktop Configuration service (RDCS) is responsible for all Remote Desktop Services and Remote Desktop related configuration and session maintenance activities that require SYSTEM context. These include per-session temporary folders, RD themes, and RD certificates.","C:\Windows\System32\svchost.exe -k netsvcs","False","Manual","localSystem"
"WIN81-01","Stopped","SharedAccess","0","Provides network address translation, addressing, name resolution and/or intrusion prevention services for a home or small office network.","C:\Windows\System32\svchost.exe -k netsvcs","False","Disabled","LocalSystem"
"WIN81-01","Stopped","smphost","0","Host service for the Microsoft Storage Spaces management provider. If this service is stopped or disabled, Storage Spaces cannot be managed.","C:\Windows\System32\svchost.exe -k smphost","False","Manual","NT AUTHORITY\NetworkService"
"WIN81-01","Stopped","SNMPTRAP","0","Receives trap messages generated by local or remote Simple Network Management Protocol (SNMP) agents and forwards the messages to SNMP management programs running on this computer. If this service is stopped, SNMP-based programs on this computer will not receive SNMP trap messages. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\System32\snmptrap.exe","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","sppsvc","0","Enables the download, installation and enforcement of digital licenses for Windows and Windows applications. If the service is disabled, the operating system and licensed applications may run in a notification mode. It is strongly recommended that you not disable the Software Protection service.","C:\Windows\system32\sppsvc.exe","False","Auto","NT AUTHORITY\NetworkService"
"WIN81-01","Stopped","SstpSvc","0","Provides support for the Secure Socket Tunneling Protocol (SSTP) to connect to remote computers using VPN. If this service is disabled, users will not be able to use SSTP to access remote servers.","C:\Windows\system32\svchost.exe -k LocalService","False","Manual","NT Authority\LocalService"
"WIN81-01","Stopped","StiSvc","0","Provides image acquisition services for scanners and cameras","C:\Windows\system32\svchost.exe -k imgsvc","False","Manual","NT Authority\LocalService"
"WIN81-01","Stopped","StorSvc","0","Enforces group policy for storage devices","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"WIN81-01","Stopped","svsvc","0","Verifies potential file system corruptions.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"WIN81-01","Stopped","swprv","0","Manages software-based volume shadow copies taken by the Volume Shadow Copy service. If this service is stopped, software-based volume shadow copies cannot be managed. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\System32\svchost.exe -k swprv","False","Manual","LocalSystem"
"WIN81-01","Stopped","TapiSrv","0","Provides Telephony API (TAPI) support for programs that control telephony devices on the local computer and, through the LAN, on servers that are also running the service.","C:\Windows\System32\svchost.exe -k NetworkService","False","Manual","NT AUTHORITY\NetworkService"
"WIN81-01","Stopped","TermService","0","Allows users to connect interactively to a remote computer. Remote Desktop and Remote Desktop Session Host Server depend on this service.  To prevent remote use of this computer, clear the checkboxes on the Remote tab of the System properties control panel item.","C:\Windows\System32\svchost.exe -k NetworkService","False","Manual","NT Authority\NetworkService"
"WIN81-01","Stopped","THREADORDER","0","Provides ordered execution for a group of threads within a specific period of time.","C:\Windows\system32\svchost.exe -k LocalService","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","TPAutoConnSvc","0","ThinPrint component for printing with ThinPrint Ports and automatic creation of printer objects. If this service is stopped, printing with ThinPrint technology will not be possible.","""C:\Program Files\VMware\VMware Tools\TPAutoConnSvc.exe""","False","Manual","LocalSystem"
"WIN81-01","Stopped","TPVCGateway","0","ThinPrint component that receives print data from dedicated print servers and forwards it to ThinPrint ICA/RDP Clients.","""C:\Program Files\VMware\VMware Tools\TPVCGateway.exe""","False","Manual","LocalSystem"
"WIN81-01","Stopped","UI0Detect","0","Enables user notification of user input for interactive services, which enables access to dialogs created by interactive services when they appear. If this service is stopped, notifications of new interactive service dialogs will no longer function and there might not be access to interactive service dialogs. If this service is disabled, both notifications of and access to new interactive service dialogs will no longer function.","C:\Windows\system32\UI0Detect.exe","False","Manual","LocalSystem"
"WIN81-01","Stopped","UmRdpService","0","Allows the redirection of Printers/Drives/Ports for RDP connections","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","localSystem"
"WIN81-01","Stopped","upnphost","0","Allows UPnP devices to be hosted on this computer. If this service is stopped, any hosted UPnP devices will stop functioning and no additional hosted devices can be added. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","VaultSvc","0","Provides secure storage and retrieval of credentials to users, applications and security service packages.","C:\Windows\system32\lsass.exe","False","Manual","LocalSystem"
"WIN81-01","Stopped","vds","0","Provides management services for disks, volumes, file systems, and storage arrays.","C:\Windows\System32\vds.exe","False","Manual","LocalSystem"
"WIN81-01","Stopped","vmicguestinterface","0","Provides an interface for the Hyper-V host to interact with specific services running inside the virtual machine.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"WIN81-01","Stopped","vmicheartbeat","0","Monitors the state of this virtual machine by reporting a heartbeat at regular intervals. This service helps you identify running virtual machines that have stopped responding.","C:\Windows\system32\svchost.exe -k ICService","False","Manual","LocalSystem"
"WIN81-01","Stopped","vmickvpexchange","0","Provides a mechanism to exchange data between the virtual machine and the operating system running on the physical computer.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"WIN81-01","Stopped","vmicrdv","0","Provides a platform for communication between the virtual machine and the operating system running on the physical computer.","C:\Windows\system32\svchost.exe -k ICService","False","Manual","LocalSystem"
"WIN81-01","Stopped","vmicshutdown","0","Provides a mechanism to shut down the operating system of this virtual machine from the management interfaces on the physical computer.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"WIN81-01","Stopped","vmictimesync","0","Synchronizes the system time of this virtual machine with the system time of the physical computer.","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","vmicvss","0","Coordinates the communications that are required to use Volume Shadow Copy Service to back up applications and data on this virtual machine from the operating system on the physical computer.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"WIN81-01","Stopped","vmvss","0","VMware Snapshot Provider","C:\Windows\system32\dllhost.exe /Processid:{CC623EA3-A413-49C4-98D5-7951300C502C}","False","Manual","LocalSystem"
"WIN81-01","Stopped","VSS","0","Manages and implements Volume Shadow Copies used for backup and other purposes. If this service is stopped, shadow copies will be unavailable for backup and the backup may fail. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\vssvc.exe","False","Manual","LocalSystem"
"WIN81-01","Stopped","wbengine","0","The WBENGINE service is used by Windows Backup to perform backup and recovery operations. If this service is stopped by a user, it may cause the currently running backup or recovery operation to fail. Disabling this service may disable backup and recovery operations using Windows Backup on this computer.","""C:\Windows\system32\wbengine.exe""","False","Manual","localSystem"
"WIN81-01","Stopped","WbioSrvc","0","The Windows biometric service gives client applications the ability to capture, compare, manipulate, and store biometric data without gaining direct access to any biometric hardware or samples. The service is hosted in a privileged SVCHOST process.","C:\Windows\system32\svchost.exe -k WbioSvcGroup","False","Manual","LocalSystem"
"WIN81-01","Stopped","WcsPlugInService","0","The WcsPlugInService service hosts third-party Windows Color System color device model and gamut map model plug-in modules. These plug-in modules are vendor-specific extensions to the Windows Color System baseline color device and gamut map models. Stopping or disabling the WcsPlugInService service will disable this extensibility feature, and the Windows Color System will use its baseline model processing rather than the vendor's desired processing. This might result in inaccurate color rendering.","C:\Windows\system32\svchost.exe -k wcssvc","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","WdiSystemHost","0","The Diagnostic System Host is used by the Diagnostic Policy Service to host diagnostics that need to run in a Local System context.  If this service is stopped, any diagnostics that depend on it will no longer function.","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"WIN81-01","Stopped","WebClient","0","Enables Windows-based programs to create, access, and modify Internet-based files. If this service is stopped, these functions will not be available. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k LocalService","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","Wecsvc","0","This service manages persistent subscriptions to events from remote sources that support WS-Management protocol. This includes Windows Vista event logs, hardware and IPMI-enabled event sources. The service stores forwarded events in a local Event Log. If this service is stopped or disabled event subscriptions cannot be created and forwarded events cannot be accepted.","C:\Windows\system32\svchost.exe -k NetworkService","False","Manual","NT AUTHORITY\NetworkService"
"WIN81-01","Stopped","WEPHOSTSVC","0","Windows Encryption Provider Host Service brokers encryption related functionalities from 3rd Party Encryption Providers to processes that need to evaluate and apply EAS policies. Stopping this will compromise EAS compliancy checks that have been established by the connected Mail Accounts","C:\Windows\system32\svchost.exe -k WepHostSvcGroup","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","wercplsupport","0","This service provides support for viewing, sending and deletion of system-level problem reports for the Problem Reports and Solutions control panel.","C:\Windows\System32\svchost.exe -k netsvcs","False","Manual","localSystem"
"WIN81-01","Stopped","WerSvc","0","Allows errors to be reported when programs stop working or responding and allows existing solutions to be delivered. Also allows logs to be generated for diagnostic and repair services. If this service is stopped, error reporting might not work correctly and results of diagnostic services and repairs might not be displayed.","C:\Windows\System32\svchost.exe -k WerSvcGroup","False","Manual","localSystem"
"WIN81-01","Stopped","WiaRpc","0","Launches applications associated with still image acquisition events.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"WIN81-01","Stopped","WinHttpAutoProxySvc","0","WinHTTP implements the client HTTP stack and provides developers with a Win32 API and COM Automation component for sending HTTP requests and receiving responses. In addition, WinHTTP provides support for auto-discovering a proxy configuration via its implementation of the Web Proxy Auto-Discovery (WPAD) protocol.","C:\Windows\system32\svchost.exe -k LocalService","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","WlanSvc","0","The WLANSVC service provides the logic required to configure, discover, connect to, and disconnect from a wireless local area network (WLAN) as defined by IEEE 802.11 standards. It also contains the logic to turn your computer into a software access point so that other devices or computers can connect to your computer wirelessly using a WLAN adapter that can support this. Stopping or disabling the WLANSVC service will make all WLAN adapters on your computer inaccessible from the Windows networking UI. It is strongly recommended that you have the WLANSVC service running if your computer has a WLAN adapter.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"WIN81-01","Stopped","wlidsvc","0","Enables user sign-in through Microsoft account identity services. If this service is stopped, users will not be able to logon to the computer with their Microsoft account.","C:\Windows\system32\svchost.exe -k netsvcs","False","Manual","LocalSystem"
"WIN81-01","Stopped","wmiApSrv","0","Provides performance library information from Windows Management Instrumentation (WMI) providers to clients on the network. This service only runs when Performance Data Helper is activated.","C:\Windows\system32\wbem\WmiApSrv.exe","False","Manual","localSystem"
"WIN81-01","Stopped","WMPNetworkSvc","0","Shares Windows Media Player libraries to other networked players and media devices using Universal Plug and Play","""C:\Program Files\Windows Media Player\wmpnetwk.exe""","False","Manual","NT AUTHORITY\NetworkService"
"WIN81-01","Stopped","workfolderssvc","0","This service syncs files with the Work Folders server, enabling you to use the files on any of the PCs and devices on which you've set up Work Folders.","C:\Windows\System32\svchost.exe -k LocalService","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","WPCSvc","0","This service is a stub for Windows Parental Control functionality that existed in Vista. It is provided for backward compatibility only.","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted","False","Manual","NT Authority\LocalService"
"WIN81-01","Stopped","WPDBusEnum","0","Enforces group policy for removable mass-storage devices. Enables applications such as Windows Media Player and Image Import Wizard to transfer and synchronize content using removable mass-storage devices.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"WIN81-01","Stopped","WSService","0","Provides infrastructure support for Windows Store.This service is started on demand and if disabled applications bought using Windows Store will not behave correctly.","C:\Windows\System32\svchost.exe -k wsappx","False","Manual","LocalSystem"
"WIN81-01","Stopped","wuauserv","0","Enables the detection, download, and installation of updates for Windows and other programs. If this service is disabled, users of this computer will not be able to use Windows Update or its automatic updating feature, and programs will not be able to use the Windows Update Agent (WUA) API.","C:\Windows\system32\svchost.exe -k netsvcs","False","Manual","LocalSystem"
"WIN81-01","Stopped","wudfsvc","0","Creates and manages user-mode driver processes. This service cannot be stopped.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"WIN81-01","Stopped","WwanSvc","0","This service manages mobile broadband (GSM & CDMA) data card/embedded module adapters and connections by auto-configuring the networks. It is strongly recommended that this service be kept running for best user experience of mobile broadband devices.","C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork","False","Manual","NT Authority\LocalService"
